date,value
18-02-2001,$2.00
11-02-2001,$1.84
04-02-2001,$1.84
28-01-2001,$1.30
21-01-2001,$1.77
14-01-2001,$2.19
07-01-2001,$3.18
31-12-2000,$3.26
22-10-2000,$2.15
15-10-2000,$1.83
08-10-2000,$1.16
01-10-2000,$0.96
24-09-2000,$0.81
17-09-2000,$0.88
10-09-2000,$1.20
03-09-2000,$1.03
27-08-2000,$0.78
20-08-2000,$0.78
13-08-2000,$0.68
06-08-2000,$0.67
30-07-2000,$0.77
23-07-2000,$0.88
16-07-2000,$0.91
09-07-2000,$0.91
02-07-2000,$0.73
25-06-2000,$0.71
18-06-2000,$0.91
11-06-2000,$1.04
04-06-2000,$0.88
28-05-2000,$0.70
21-05-2000,$0.72
14-05-2000,$0.68
07-05-2000,$0.70
30-04-2000,$0.68
23-04-2000,$0.68
16-04-2000,$1.06
09-04-2000,$1.22
02-04-2000,$1.22
26-03-2000,$1.14
19-03-2000,$0.59
12-03-2000,$0.90
05-03-2000,$0.98
27-02-2000,$0.98
20-02-2000,$1.03
13-02-2000,$1.18
06-02-2000,$1.22
30-01-2000,$1.14
23-01-2000,$0.95
16-01-2000,$0.85
09-01-2000,$0.95
02-01-2000,$1.14
26-12-1999,$1.25
21-11-1999,$1.22
14-11-1999,$1.22
07-11-1999,$1.22
31-10-1999,$0.84
